id,lat,lon
35245,48.2153186,-1.8925612
35246,48.543732,-1.814004
35247,48.589891,-1.591955
35248,48.552002,-1.586202
35249,47.730154,-1.824916
35250,48.014233,-1.593614
35251,48.262902,-1.605884
35252,48.094481,-1.2968
35253,48.260041,-1.399049
35255,48.619216,-1.850391
35256,48.618631,-2.132706
35257,48.411428,-1.365536
35258,48.292485,-1.849717
35259,48.586885,-1.655889
35260,48.22687,-1.247136
35261,48.34158,-1.446642
35262,47.8574161,-1.386898
35263,48.6375999,-1.9044799
35264,48.0952976,-1.3718972
35265,48.3712812,-1.8750562
35266,48.018007,-1.651392
35268,47.7546424,1.884126
35270,48.5683749,-1.54875419999996
35271,48.508875,-1.243273
35272,48.01071,-1.167667
35273,48.403835,-1.262785
35274,48.249039,-1.659471
35275,48.1544207,-1.8293476
35276,48.267255,-1.836433
35277,48.113359,-2.066707
35278,48.154311,-1.682883
35279,48.576971,-1.88419
35280,48.3515187,-1.3561202
35281,48.0791088,-1.7137103
35282,48.289817,-1.369756
35283,48.117164,-1.361106
35284,48.5988066,-1.9723514
35285,47.7649437,-1.9620876
35286,48.39434,-1.648593
35287,48.63652,2.10966
35288,48.6511988,-2.0239391
35289,47.87733,-1.786991
35290,48.093345,-2.100763
35291,48.587731,-1.634394
35292,48.364832,-1.409367
35294,47.693915,-2.000419
35295,48.135014,-2.084444
35296,48.273601,-1.660933
35297,48.189559,-2.1925364
35299,48.637744,-1.904794
35300,48.178515,-1.117172
35302,48.189701,-2.192529
35303,48.462982,-1.443282
35304,48.328968,-1.424433
35305,48.053324,-2.058009
35306,48.5317165,-1.591146
35307,48.287307,-1.987182
35308,48.446965,-1.913094
35309,48.4259986877,-1.57492005825
35310,48.3421427,-1.3136453
35311,47.853553,-2.005931
35312,47.905141,-1.787883
35314,48.5689109,-1.971214
35315,48.218393,-1.578689
35316,47.766473,-1.621139
35317,48.291558,-1.82147
35318,48.335904,-1.933899
35319,48.029922,-1.93213
35320,48.174573,-2.0300204
35321,47.914465,-1.584654
35322,47.895457,-1.608219
35324,48.310402,-1.127068
35325,47.943964,-1.172058
35326,48.33281,-1.535671
35327,48.1211061,-1.4593812
35328,47.775992,-2.079651
35329,48.509139,-1.52345
35330,48.188922,-1.238675
35331,48.108867,-1.928102
35332,47.807559967,-1.53892695904
35333,47.9197006,-1.42838
35334,48.1562652588,-1.58071303368
35335,47.854545,-1.479934
35336,48.3501903,-1.4087787
35337,48.328863,-1.83519
35338,48.061438,-1.267632
35339,48.497073,-1.587817
35340,48.037987,-2.006179
35341,48.42255,-1.476367
35342,48.425326,-1.70322
35343,47.882248,-1.548044
35345,48.37151,-1.929329
35346,48.342847,-1.892759
35347,48.177218,-1.301799
35348,48.299245,-1.309713
35350,48.036252,-1.264622
35351,48.070828,-1.932543
35352,48.044569,-1.601494
35353,48.119125,-1.755143
35354,48.5109161,-1.5441691
35355,48.343356,-1.488066
35356,48.248325,-1.784263
35357,48.461445,-1.2175149
35358,48.546642,-1.955009
35359,47.954443,-1.303248
35360,48.124427,-1.214469
35361,48.602374,-1.7729991
35362,48.4863195,-1.8387869
35363,48.010883,-1.706164
56001,47.6371994019,-2.16206002235
56002,47.554993,-2.559785
56003,47.6269736,-2.822921
56004,47.5163002014,-2.37644004822
56005,47.547936,-2.891529
56006,47.9197998047,-2.27823996544
56007,47.6665725708,-2.98384189606
56008,47.6195748,-2.9189674
56009,47.315739,-3.188146
56010,47.8741989136,-3.0209300518
56011,47.595783,2.239316
